Horodatage;Machine;Taux de production (u/min);Température (°C);Pression (bar);Défauts détectés;Énergie Consommée (kWh)
2024-05-17 21:55;Remplissage;123;4.7;1.0;Mauvais alignement (0.8%);2.53
2024-05-17 22:00;Remplissage;147;5.2;1.0;Déformation (1%);2.01
2024-05-17 22:05;Soufflage;146;149.2;6.7;Rayures (1%);1.84
2024-05-17 22:10;Étiquetage;111;7.0;1.0;Mauvais alignement (0.8%);2.7
2024-05-17 22:15;Étiquetage;131;7.4;1.0;Aucun;2.62
2024-05-17 22:20;Remplissage;142;5.6;1.0;Fuites (1.5%);2.24
2024-05-17 22:25;Carottage;104;7.4;1.0;Rayures (1%);1.36
2024-05-17 22:30;Étiquetage;133;4.8;1.0;Rayures (1%);1.69
2024-05-17 22:35;Carottage;120;7.2;1.0;Aucun;1.55
2024-05-17 22:40;Carottage;100;7.4;1.0;Aucun;1.64
2024-05-17 22:45;Soufflage;114;100.6;6.8;Mauvais alignement (0.8%);1.3
2024-05-17 22:50;Soufflage;107;126.3;6.8;Mauvais alignement (0.8%);1.29
2024-05-17 22:55;Remplissage;138;6.8;1.0;Mauvais alignement (0.8%);2.02
2024-05-17 23:00;Étiquetage;127;5.0;1.0;Rayures (1%);1.11
2024-05-17 23:05;Carottage;104;6.5;1.0;Aucun;3.0
2024-05-17 23:10;Étiquetage;124;6.2;1.0;Mauvais alignement (0.8%);2.44
2024-05-17 23:15;Étiquetage;149;7.1;1.0;Rayures (1%);2.45
2024-05-17 23:20;Étiquetage;112;6.1;1.0;Aucun;2.34
2024-05-17 23:25;Soufflage;121;153.8;7.4;Aucun;2.2
2024-05-17 23:30;Remplissage;146;5.7;1.0;Rayures (1%);2.09
2024-05-17 23:35;Étiquetage;148;5.9;1.0;Rayures (1%);1.44
2024-05-17 23:40;Remplissage;144;6.5;1.0;Rayures (1%);2.21
2024-05-17 23:45;Étiquetage;100;4.5;1.0;Aucun;2.25
2024-05-17 23:50;Carottage;137;6.9;1.0;Bulles d'air (2%);1.72
2024-05-17 23:55;Soufflage;101;192.1;6.7;Aucun;2.97
2024-05-18 00:00;Soufflage;113;130.1;6.7;Fuites (1.5%);2.4
2024-05-18 00:05;Étiquetage;144;4.9;1.0;Bulles d'air (2%);1.51
2024-05-18 00:10;Carottage;104;6.9;1.0;Aucun;2.19
2024-05-18 00:15;Soufflage;142;174.0;7.9;Rayures (1%);2.72
2024-05-18 00:20;Soufflage;122;110.1;5.2;Aucun;2.22
2024-05-18 00:25;Carottage;114;7.4;1.0;Déformation (1%);2.72
2024-05-18 00:30;Carottage;110;7.0;1.0;Fuites (1.5%);2.17
2024-05-18 00:35;Carottage;150;4.6;1.0;Fuites (1.5%);1.88
2024-05-18 00:40;Carottage;137;6.1;1.0;Aucun;1.72
2024-05-18 00:45;Soufflage;139;126.6;8.0;Rayures (1%);1.54
2024-05-18 00:50;Remplissage;108;6.2;1.0;Mauvais alignement (0.8%);2.01
2024-05-18 00:55;Étiquetage;146;6.3;1.0;Déformation (1%);1.81
2024-05-18 01:00;Remplissage;148;6.9;1.0;Bulles d'air (2%);2.48
2024-05-18 01:05;Carottage;125;6.8;1.0;Bulles d'air (2%);1.85
2024-05-18 01:10;Remplissage;130;7.0;1.0;Mauvais alignement (0.8%);2.12
2024-05-18 01:15;Étiquetage;149;6.4;1.0;Bulles d'air (2%);1.22
2024-05-18 01:20;Étiquetage;148;5.9;1.0;Aucun;1.49
2024-05-18 01:25;Remplissage;108;5.6;1.0;Déformation (1%);1.9
2024-05-18 01:30;Étiquetage;133;5.4;1.0;Rayures (1%);2.16
2024-05-18 01:35;Carottage;115;6.0;1.0;Fuites (1.5%);2.09
2024-05-18 01:40;Étiquetage;134;5.0;1.0;Déformation (1%);1.84
2024-05-18 01:45;Étiquetage;103;5.5;1.0;Bulles d'air (2%);2.27
2024-05-18 01:50;Carottage;117;6.0;1.0;Rayures (1%);2.51
2024-05-18 01:55;Carottage;128;6.2;1.0;Mauvais alignement (0.8%);2.29
2024-05-18 02:00;Remplissage;122;6.6;1.0;Aucun;1.06
2024-05-18 02:05;Carottage;141;6.0;1.0;Fuites (1.5%);2.04
2024-05-18 02:10;Étiquetage;115;4.5;1.0;Mauvais alignement (0.8%);2.56
2024-05-18 02:15;Carottage;124;6.3;1.0;Aucun;2.09
2024-05-18 02:20;Étiquetage;141;7.4;1.0;Déformation (1%);1.64
2024-05-18 02:25;Carottage;128;6.5;1.0;Rayures (1%);2.37
2024-05-18 02:30;Carottage;136;6.0;1.0;Fuites (1.5%);2.35
2024-05-18 02:35;Étiquetage;113;4.6;1.0;Aucun;1.08
2024-05-18 02:40;Soufflage;131;159.7;6.9;Mauvais alignement (0.8%);1.81
2024-05-18 02:45;Remplissage;110;4.7;1.0;Fuites (1.5%);1.65
2024-05-18 02:50;Étiquetage;125;5.5;1.0;Fuites (1.5%);2.59
2024-05-18 02:55;Soufflage;139;153.1;8.1;Mauvais alignement (0.8%);2.55
2024-05-18 03:00;Remplissage;133;5.4;1.0;Aucun;2.31
2024-05-18 03:05;Étiquetage;104;5.7;1.0;Bulles d'air (2%);1.07
2024-05-18 03:10;Remplissage;142;5.3;1.0;Bulles d'air (2%);2.1
2024-05-18 03:15;Soufflage;136;171.1;7.1;Mauvais alignement (0.8%);2.82
2024-05-18 03:20;Remplissage;139;6.3;1.0;Aucun;2.45
2024-05-18 03:25;Étiquetage;143;6.4;1.0;Rayures (1%);1.01
2024-05-18 03:30;Soufflage;107;183.7;7.4;Déformation (1%);2.58
2024-05-18 03:35;Étiquetage;146;4.9;1.0;Déformation (1%);2.85
2024-05-18 03:40;Soufflage;115;167.1;7.1;Rayures (1%);2.33
2024-05-18 03:45;Carottage;148;7.5;1.0;Mauvais alignement (0.8%);1.14
2024-05-18 03:50;Remplissage;109;4.6;1.0;Mauvais alignement (0.8%);1.5
2024-05-18 03:55;Étiquetage;123;6.6;1.0;Aucun;2.52
2024-05-18 04:00;Étiquetage;132;6.8;1.0;Déformation (1%);1.52
2024-05-18 04:05;Carottage;112;7.1;1.0;Bulles d'air (2%);1.12
2024-05-18 04:10;Soufflage;128;119.0;7.3;Aucun;2.83
2024-05-18 04:15;Carottage;146;7.4;1.0;Rayures (1%);2.31
2024-05-18 04:20;Soufflage;140;182.3;4.6;Bulles d'air (2%);2.23
2024-05-18 04:25;Carottage;102;5.4;1.0;Fuites (1.5%);2.69
2024-05-18 04:30;Soufflage;117;126.7;5.9;Rayures (1%);1.05
2024-05-18 04:35;Étiquetage;136;6.6;1.0;Bulles d'air (2%);1.11
2024-05-18 04:40;Étiquetage;119;4.7;1.0;Rayures (1%);2.37
2024-05-18 04:45;Étiquetage;126;4.8;1.0;Mauvais alignement (0.8%);2.84
2024-05-18 04:50;Soufflage;113;106.0;6.6;Aucun;1.39
2024-05-18 04:55;Étiquetage;111;6.3;1.0;Mauvais alignement (0.8%);2.56
2024-05-18 05:00;Soufflage;116;182.2;8.1;Aucun;1.48
2024-05-18 05:05;Soufflage;116;121.0;5.5;Bulles d'air (2%);1.65
2024-05-18 05:10;Carottage;111;7.1;1.0;Mauvais alignement (0.8%);1.34
2024-05-18 05:15;Étiquetage;108;6.9;1.0;Mauvais alignement (0.8%);2.56
2024-05-18 05:20;Carottage;127;5.4;1.0;Mauvais alignement (0.8%);2.43
2024-05-18 05:25;Soufflage;114;137.9;7.0;Aucun;1.24
2024-05-18 05:30;Soufflage;112;123.2;6.7;Rayures (1%);2.09
2024-05-18 05:35;Soufflage;133;125.3;7.4;Mauvais alignement (0.8%);1.57
2024-05-18 05:40;Remplissage;127;6.1;1.0;Fuites (1.5%);1.03
2024-05-18 05:45;Étiquetage;120;4.6;1.0;Bulles d'air (2%);1.86
2024-05-18 05:50;Étiquetage;136;6.2;1.0;Mauvais alignement (0.8%);1.53
2024-05-18 05:55;Étiquetage;135;5.3;1.0;Bulles d'air (2%);2.68
2024-05-18 06:00;Soufflage;110;113.3;7.6;Fuites (1.5%);2.85
2024-05-18 06:05;Carottage;139;4.6;1.0;Mauvais alignement (0.8%);2.66
2024-05-18 06:10;Soufflage;141;106.9;8.0;Mauvais alignement (0.8%);2.72
2024-05-18 06:15;Étiquetage;124;7.2;1.0;Aucun;2.49
2024-05-18 06:20;Soufflage;106;115.6;7.6;Fuites (1.5%);1.26
2024-05-18 06:25;Remplissage;133;5.2;1.0;Bulles d'air (2%);2.31
2024-05-18 06:30;Remplissage;147;7.3;1.0;Mauvais alignement (0.8%);2.75
2024-05-18 06:35;Soufflage;146;160.8;5.9;Déformation (1%);1.06
2024-05-18 06:40;Étiquetage;110;5.8;1.0;Aucun;1.24
2024-05-18 06:45;Remplissage;109;6.4;1.0;Rayures (1%);1.39
2024-05-18 06:50;Soufflage;135;192.4;5.3;Bulles d'air (2%);2.88
2024-05-18 06:55;Remplissage;135;5.8;1.0;Mauvais alignement (0.8%);2.59
2024-05-18 07:00;Étiquetage;115;5.0;1.0;Déformation (1%);1.56
2024-05-18 07:05;Remplissage;108;6.6;1.0;Mauvais alignement (0.8%);1.45
2024-05-18 07:10;Soufflage;114;146.7;7.6;Bulles d'air (2%);1.7
2024-05-18 07:15;Étiquetage;117;5.3;1.0;Déformation (1%);2.62
2024-05-18 07:20;Carottage;132;7.1;1.0;Mauvais alignement (0.8%);2.75
2024-05-18 07:25;Étiquetage;101;6.9;1.0;Rayures (1%);3.0
2024-05-18 07:30;Remplissage;127;5.6;1.0;Déformation (1%);1.77
2024-05-18 07:35;Étiquetage;120;5.7;1.0;Bulles d'air (2%);1.45
2024-05-18 07:40;Étiquetage;103;4.6;1.0;Mauvais alignement (0.8%);2.07
2024-05-18 07:45;Soufflage;122;170.0;4.6;Mauvais alignement (0.8%);2.41
2024-05-18 07:50;Remplissage;136;7.2;1.0;Déformation (1%);1.07
2024-05-18 07:55;Soufflage;113;142.8;7.1;Rayures (1%);1.13
2024-05-18 08:00;Étiquetage;111;7.3;1.0;Déformation (1%);2.58
2024-05-18 08:05;Soufflage;121;119.0;7.0;Mauvais alignement (0.8%);2.1
2024-05-18 08:10;Carottage;127;6.5;1.0;Aucun;2.7
2024-05-18 08:15;Soufflage;103;180.1;5.8;Déformation (1%);1.24
2024-05-18 08:20;Remplissage;110;6.0;1.0;Fuites (1.5%);1.58
2024-05-18 08:25;Étiquetage;102;7.2;1.0;Bulles d'air (2%);1.53
2024-05-18 08:30;Remplissage;122;6.4;1.0;Déformation (1%);1.87
2024-05-18 08:35;Étiquetage;130;5.0;1.0;Fuites (1.5%);2.62
2024-05-18 08:40;Soufflage;121;100.8;6.6;Aucun;2.16
2024-05-18 08:45;Soufflage;102;100.9;7.2;Bulles d'air (2%);1.69
2024-05-18 08:50;Étiquetage;101;5.0;1.0;Aucun;1.03
2024-05-18 08:55;Soufflage;115;157.3;4.6;Fuites (1.5%);1.4
2024-05-18 09:00;Étiquetage;128;5.1;1.0;Rayures (1%);2.13
2024-05-18 09:05;Remplissage;132;6.5;1.0;Bulles d'air (2%);2.76
2024-05-18 09:10;Remplissage;109;7.0;1.0;Aucun;1.38
2024-05-18 09:15;Étiquetage;116;6.2;1.0;Fuites (1.5%);1.07
2024-05-18 09:20;Carottage;116;7.0;1.0;Fuites (1.5%);1.66
2024-05-18 09:25;Remplissage;104;7.0;1.0;Mauvais alignement (0.8%);2.46
2024-05-18 09:30;Carottage;100;4.9;1.0;Déformation (1%);1.88
2024-05-18 09:35;Soufflage;132;146.2;4.9;Bulles d'air (2%);2.59
2024-05-18 09:40;Carottage;117;4.8;1.0;Rayures (1%);1.15
2024-05-18 09:45;Remplissage;109;4.8;1.0;Rayures (1%);1.84
2024-05-18 09:50;Étiquetage;141;5.3;1.0;Aucun;2.97
2024-05-18 09:55;Remplissage;136;7.0;1.0;Fuites (1.5%);1.7
2024-05-18 10:00;Étiquetage;132;5.7;1.0;Rayures (1%);2.63
2024-05-18 10:05;Remplissage;132;6.1;1.0;Bulles d'air (2%);1.29
2024-05-18 10:10;Étiquetage;143;7.1;1.0;Déformation (1%);2.66
2024-05-18 10:15;Étiquetage;117;6.4;1.0;Fuites (1.5%);2.88
2024-05-18 10:20;Soufflage;143;167.9;6.2;Bulles d'air (2%);2.65
2024-05-18 10:25;Étiquetage;132;6.2;1.0;Aucun;1.63
2024-05-18 10:30;Carottage;145;5.1;1.0;Mauvais alignement (0.8%);2.28
2024-05-18 10:35;Soufflage;150;198.4;5.7;Fuites (1.5%);2.49
2024-05-18 10:40;Remplissage;105;5.9;1.0;Mauvais alignement (0.8%);1.72
2024-05-18 10:45;Remplissage;125;5.8;1.0;Fuites (1.5%);1.95
2024-05-18 10:50;Remplissage;149;4.9;1.0;Déformation (1%);1.62
2024-05-18 10:55;Étiquetage;114;5.7;1.0;Bulles d'air (2%);2.15
2024-05-18 11:00;Étiquetage;107;7.2;1.0;Déformation (1%);2.81
2024-05-18 11:05;Carottage;117;7.5;1.0;Mauvais alignement (0.8%);1.04
2024-05-18 11:10;Étiquetage;127;6.1;1.0;Déformation (1%);2.36
2024-05-18 11:15;Remplissage;112;6.4;1.0;Mauvais alignement (0.8%);2.16
2024-05-18 11:20;Étiquetage;109;7.1;1.0;Fuites (1.5%);2.17
2024-05-18 11:25;Remplissage;103;5.1;1.0;Fuites (1.5%);2.45
2024-05-18 11:30;Soufflage;106;157.6;4.8;Mauvais alignement (0.8%);1.49
2024-05-18 11:35;Carottage;124;6.6;1.0;Fuites (1.5%);2.84
2024-05-18 11:40;Carottage;105;7.3;1.0;Bulles d'air (2%);2.19
2024-05-18 11:45;Carottage;139;6.9;1.0;Aucun;1.67
2024-05-18 11:50;Carottage;115;6.9;1.0;Aucun;1.34
2024-05-18 11:55;Remplissage;125;7.0;1.0;Aucun;1.89
2024-05-18 12:00;Étiquetage;106;4.8;1.0;Bulles d'air (2%);1.46
2024-05-18 12:05;Soufflage;149;140.4;8.4;Aucun;2.06
2024-05-18 12:10;Soufflage;114;198.7;6.6;Aucun;2.3
2024-05-18 12:15;Carottage;117;5.7;1.0;Déformation (1%);1.8
2024-05-18 12:20;Carottage;140;7.4;1.0;Déformation (1%);2.81
2024-05-18 12:25;Remplissage;149;5.7;1.0;Mauvais alignement (0.8%);2.26
2024-05-18 12:30;Remplissage;105;5.3;1.0;Aucun;1.02
2024-05-18 12:35;Soufflage;110;112.0;7.6;Rayures (1%);1.75
2024-05-18 12:40;Carottage;149;5.3;1.0;Rayures (1%);1.84
2024-05-18 12:45;Soufflage;124;118.0;4.9;Mauvais alignement (0.8%);2.65
2024-05-18 12:50;Soufflage;140;191.8;6.1;Bulles d'air (2%);2.49
2024-05-18 12:55;Remplissage;137;6.1;1.0;Aucun;1.89
2024-05-18 13:00;Soufflage;127;164.0;6.6;Fuites (1.5%);2.05
2024-05-18 13:05;Étiquetage;136;6.5;1.0;Mauvais alignement (0.8%);2.55
2024-05-18 13:10;Carottage;108;4.8;1.0;Aucun;2.87
2024-05-18 13:15;Étiquetage;124;6.0;1.0;Bulles d'air (2%);1.18
2024-05-18 13:20;Étiquetage;150;7.4;1.0;Fuites (1.5%);1.45
2024-05-18 13:25;Remplissage;101;5.5;1.0;Fuites (1.5%);1.44
2024-05-18 13:30;Remplissage;127;5.5;1.0;Mauvais alignement (0.8%);1.57
2024-05-18 13:35;Étiquetage;114;7.2;1.0;Mauvais alignement (0.8%);2.19
2024-05-18 13:40;Soufflage;145;173.4;8.1;Déformation (1%);2.06
2024-05-18 13:45;Carottage;143;5.1;1.0;Mauvais alignement (0.8%);1.44
2024-05-18 13:50;Carottage;108;4.6;1.0;Déformation (1%);1.97
2024-05-18 13:55;Soufflage;102;108.8;7.4;Rayures (1%);1.98
2024-05-18 14:00;Remplissage;149;5.9;1.0;Mauvais alignement (0.8%);2.97
2024-05-18 14:05;Carottage;103;6.3;1.0;Mauvais alignement (0.8%);1.5
2024-05-18 14:10;Soufflage;122;101.4;8.5;Mauvais alignement (0.8%);2.82
2024-05-18 14:15;Étiquetage;138;6.6;1.0;Aucun;1.07
2024-05-18 14:20;Carottage;102;5.5;1.0;Rayures (1%);1.72
2024-05-18 14:25;Remplissage;140;5.7;1.0;Fuites (1.5%);2.27
2024-05-18 14:30;Étiquetage;148;7.4;1.0;Rayures (1%);2.95
2024-05-18 14:35;Soufflage;147;117.5;7.6;Aucun;2.34
2024-05-18 14:40;Soufflage;148;177.5;8.0;Mauvais alignement (0.8%);2.5
2024-05-18 14:45;Remplissage;149;5.9;1.0;Aucun;2.34
2024-05-18 14:50;Étiquetage;105;6.4;1.0;Fuites (1.5%);2.4
2024-05-18 14:55;Carottage;142;4.6;1.0;Mauvais alignement (0.8%);1.3
2024-05-18 15:00;Carottage;135;7.4;1.0;Fuites (1.5%);1.12
2024-05-18 15:05;Carottage;143;7.1;1.0;Fuites (1.5%);2.26
2024-05-18 15:10;Étiquetage;116;5.7;1.0;Fuites (1.5%);1.5
2024-05-18 15:15;Étiquetage;114;7.4;1.0;Aucun;1.85
2024-05-18 15:20;Soufflage;112;113.3;7.2;Mauvais alignement (0.8%);1.77
2024-05-18 15:25;Soufflage;148;138.6;7.8;Déformation (1%);1.78
2024-05-18 15:30;Soufflage;119;194.2;7.8;Bulles d'air (2%);2.7
2024-05-18 15:35;Remplissage;117;6.4;1.0;Déformation (1%);2.61
2024-05-18 15:40;Soufflage;110;136.2;6.6;Aucun;2.06
2024-05-18 15:45;Soufflage;111;128.4;6.7;Aucun;1.19
2024-05-18 15:50;Soufflage;126;166.9;7.6;Bulles d'air (2%);2.03
2024-05-18 15:55;Remplissage;123;7.0;1.0;Aucun;2.62
2024-05-18 16:00;Étiquetage;149;4.6;1.0;Fuites (1.5%);2.4
2024-05-18 16:05;Carottage;124;4.8;1.0;Aucun;2.04
2024-05-18 16:10;Soufflage;114;172.5;8.3;Déformation (1%);2.18
2024-05-18 16:15;Soufflage;107;114.4;7.4;Déformation (1%);2.97
2024-05-18 16:20;Soufflage;113;107.8;6.6;Mauvais alignement (0.8%);2.56
2024-05-18 16:25;Soufflage;116;169.0;5.4;Déformation (1%);2.94
2024-05-18 16:30;Soufflage;144;127.3;5.5;Rayures (1%);1.5
2024-05-18 16:35;Soufflage;115;127.7;6.9;Fuites (1.5%);1.52
2024-05-18 16:40;Remplissage;101;5.8;1.0;Fuites (1.5%);1.74
2024-05-18 16:45;Remplissage;116;4.8;1.0;Bulles d'air (2%);1.81
2024-05-18 16:50;Remplissage;126;4.8;1.0;Mauvais alignement (0.8%);1.4
2024-05-18 16:55;Soufflage;130;150.1;5.6;Déformation (1%);2.16
2024-05-18 17:00;Étiquetage;121;7.0;1.0;Fuites (1.5%);1.18
2024-05-18 17:05;Étiquetage;139;6.0;1.0;Fuites (1.5%);1.76
2024-05-18 17:10;Étiquetage;126;6.8;1.0;Mauvais alignement (0.8%);1.05
2024-05-18 17:15;Remplissage;149;5.5;1.0;Déformation (1%);1.59
2024-05-18 17:20;Soufflage;128;140.1;6.9;Aucun;2.48
2024-05-18 17:25;Carottage;126;6.5;1.0;Bulles d'air (2%);1.84
2024-05-18 17:30;Carottage;140;6.3;1.0;Rayures (1%);1.24
2024-05-18 17:35;Soufflage;129;154.4;5.0;Mauvais alignement (0.8%);1.08
2024-05-18 17:40;Étiquetage;100;6.1;1.0;Déformation (1%);2.86
2024-05-18 17:45;Remplissage;130;5.1;1.0;Rayures (1%);2.91
2024-05-18 17:50;Remplissage;101;5.0;1.0;Aucun;1.87
2024-05-18 17:55;Carottage;134;7.1;1.0;Bulles d'air (2%);2.39
2024-05-18 18:00;Étiquetage;107;5.0;1.0;Déformation (1%);3.0
2024-05-18 18:05;Carottage;101;6.9;1.0;Aucun;1.9
2024-05-18 18:10;Remplissage;119;6.0;1.0;Bulles d'air (2%);2.15
2024-05-18 18:15;Soufflage;145;130.3;7.5;Fuites (1.5%);1.4
2024-05-18 18:20;Soufflage;104;151.6;5.3;Déformation (1%);1.14
2024-05-18 18:25;Carottage;134;5.8;1.0;Mauvais alignement (0.8%);2.78
2024-05-18 18:30;Remplissage;101;4.6;1.0;Fuites (1.5%);2.36
2024-05-18 18:35;Étiquetage;120;5.2;1.0;Bulles d'air (2%);1.69
2024-05-18 18:40;Carottage;143;6.5;1.0;Déformation (1%);2.83
2024-05-18 18:45;Soufflage;133;168.4;8.0;Rayures (1%);1.38
2024-05-18 18:50;Étiquetage;133;6.7;1.0;Bulles d'air (2%);1.86
2024-05-18 18:55;Étiquetage;139;5.0;1.0;Fuites (1.5%);2.92
2024-05-18 19:00;Étiquetage;123;7.3;1.0;Fuites (1.5%);2.73
2024-05-18 19:05;Remplissage;119;5.7;1.0;Aucun;1.66
2024-05-18 19:10;Remplissage;130;6.4;1.0;Rayures (1%);2.8
2024-05-18 19:15;Carottage;116;7.3;1.0;Aucun;2.5
2024-05-18 19:20;Soufflage;123;197.4;7.9;Fuites (1.5%);1.82
2024-05-18 19:25;Carottage;113;4.8;1.0;Bulles d'air (2%);1.13
2024-05-18 19:30;Étiquetage;109;6.8;1.0;Fuites (1.5%);2.19
2024-05-18 19:35;Étiquetage;143;7.4;1.0;Mauvais alignement (0.8%);1.15
2024-05-18 19:40;Carottage;119;6.1;1.0;Rayures (1%);2.98
2024-05-18 19:45;Soufflage;135;135.2;7.6;Aucun;1.39
2024-05-18 19:50;Remplissage;103;6.2;1.0;Mauvais alignement (0.8%);1.57
2024-05-18 19:55;Remplissage;115;5.7;1.0;Mauvais alignement (0.8%);1.97
2024-05-18 20:00;Remplissage;131;7.5;1.0;Déformation (1%);2.8
2024-05-18 20:05;Remplissage;138;7.5;1.0;Fuites (1.5%);1.48
2024-05-18 20:10;Carottage;148;7.5;1.0;Mauvais alignement (0.8%);1.3
2024-05-18 20:15;Étiquetage;127;5.2;1.0;Aucun;1.06
2024-05-18 20:20;Soufflage;106;175.0;7.1;Fuites (1.5%);2.02
2024-05-18 20:25;Carottage;100;7.3;1.0;Rayures (1%);2.85
2024-05-18 20:30;Carottage;108;4.9;1.0;Rayures (1%);1.59
2024-05-18 20:35;Soufflage;114;163.0;5.6;Déformation (1%);2.38
2024-05-18 20:40;Étiquetage;117;5.4;1.0;Rayures (1%);1.92
2024-05-18 20:45;Carottage;143;7.3;1.0;Bulles d'air (2%);2.53
2024-05-18 20:50;Étiquetage;122;6.2;1.0;Fuites (1.5%);2.16
2024-05-18 20:55;Étiquetage;131;5.6;1.0;Déformation (1%);2.22
2024-05-18 21:00;Soufflage;113;132.3;5.6;Mauvais alignement (0.8%);1.14
2024-05-18 21:05;Étiquetage;124;4.5;1.0;Mauvais alignement (0.8%);1.49
2024-05-18 21:10;Carottage;112;7.0;1.0;Rayures (1%);2.95
2024-05-18 21:15;Remplissage;128;4.6;1.0;Aucun;1.48
2024-05-18 21:20;Étiquetage;113;5.1;1.0;Déformation (1%);1.47
2024-05-18 21:25;Remplissage;149;4.6;1.0;Fuites (1.5%);1.52
2024-05-18 21:30;Remplissage;144;6.1;1.0;Aucun;2.25
2024-05-18 21:35;Carottage;139;7.0;1.0;Rayures (1%);1.02
2024-05-18 21:40;Soufflage;149;106.6;6.4;Mauvais alignement (0.8%);1.84
2024-05-18 21:45;Soufflage;134;139.8;7.7;Fuites (1.5%);2.68
2024-05-18 21:50;Carottage;124;5.4;1.0;Déformation (1%);1.22
2024-05-18 21:55;Carottage;139;5.3;1.0;Rayures (1%);2.2
2024-05-18 22:00;Remplissage;128;5.9;1.0;Mauvais alignement (0.8%);1.34
2024-05-18 22:05;Soufflage;149;192.1;5.3;Bulles d'air (2%);3.0
2024-05-18 22:10;Étiquetage;135;5.9;1.0;Mauvais alignement (0.8%);1.03
2024-05-18 22:15;Étiquetage;146;7.3;1.0;Fuites (1.5%);2.55
2024-05-18 22:20;Remplissage;125;6.6;1.0;Mauvais alignement (0.8%);1.44
2024-05-18 22:25;Soufflage;125;167.1;7.8;Mauvais alignement (0.8%);1.52
2024-05-18 22:30;Carottage;114;6.3;1.0;Aucun;1.79
2024-05-18 22:35;Remplissage;130;6.9;1.0;Rayures (1%);2.91
2024-05-18 22:40;Carottage;123;4.6;1.0;Mauvais alignement (0.8%);2.15
2024-05-18 22:45;Étiquetage;144;4.5;1.0;Rayures (1%);2.05
2024-05-18 22:50;Étiquetage;106;7.3;1.0;Mauvais alignement (0.8%);2.95
2024-05-18 22:55;Étiquetage;101;7.3;1.0;Fuites (1.5%);1.34
2024-05-18 23:00;Soufflage;127;183.6;7.3;Rayures (1%);1.35
2024-05-18 23:05;Soufflage;146;123.4;6.0;Bulles d'air (2%);2.73
2024-05-18 23:10;Carottage;108;6.1;1.0;Mauvais alignement (0.8%);2.66
2024-05-18 23:15;Étiquetage;124;6.9;1.0;Fuites (1.5%);1.96
2024-05-18 23:20;Soufflage;103;164.8;4.7;Aucun;1.84
2024-05-18 23:25;Soufflage;126;149.4;8.1;Aucun;1.46
2024-05-18 23:30;Remplissage;136;6.7;1.0;Rayures (1%);2.44
2024-05-18 23:35;Étiquetage;110;6.5;1.0;Mauvais alignement (0.8%);1.62
2024-05-18 23:40;Étiquetage;119;4.6;1.0;Bulles d'air (2%);1.61
2024-05-18 23:45;Remplissage;112;6.8;1.0;Déformation (1%);2.87
2024-05-18 23:50;Carottage;113;4.9;1.0;Aucun;2.34
2024-05-18 23:55;Remplissage;104;4.6;1.0;Fuites (1.5%);1.64
2024-05-19 00:00;Soufflage;110;192.9;5.5;Aucun;2.42
2024-05-19 00:05;Remplissage;146;5.3;1.0;Bulles d'air (2%);2.0
2024-05-19 00:10;Carottage;101;7.3;1.0;Mauvais alignement (0.8%);2.77
2024-05-19 00:15;Soufflage;106;142.6;6.5;Déformation (1%);1.11
2024-05-19 00:20;Soufflage;133;151.6;8.1;Aucun;2.01
2024-05-19 00:25;Soufflage;116;187.8;4.7;Bulles d'air (2%);1.38
2024-05-19 00:30;Carottage;144;4.5;1.0;Fuites (1.5%);2.96
2024-05-19 00:35;Étiquetage;111;5.3;1.0;Bulles d'air (2%);1.62
2024-05-19 00:40;Soufflage;146;104.3;5.2;Bulles d'air (2%);1.01
2024-05-19 00:45;Carottage;103;7.1;1.0;Déformation (1%);1.28
2024-05-19 00:50;Carottage;101;4.7;1.0;Rayures (1%);1.98
2024-05-19 00:55;Soufflage;132;116.1;7.5;Rayures (1%);2.56
2024-05-19 01:00;Remplissage;137;4.7;1.0;Déformation (1%);1.37
2024-05-19 01:05;Carottage;110;7.2;1.0;Fuites (1.5%);2.32
2024-05-19 01:10;Remplissage;139;5.7;1.0;Rayures (1%);1.37
2024-05-19 01:15;Remplissage;105;4.9;1.0;Mauvais alignement (0.8%);2.53
2024-05-19 01:20;Soufflage;144;178.9;7.0;Rayures (1%);1.94
2024-05-19 01:25;Soufflage;137;126.4;7.6;Aucun;2.81
2024-05-19 01:30;Carottage;145;7.3;1.0;Bulles d'air (2%);2.92
2024-05-19 01:35;Soufflage;125;161.7;7.9;Déformation (1%);2.05
2024-05-19 01:40;Carottage;137;4.8;1.0;Mauvais alignement (0.8%);1.53
2024-05-19 01:45;Remplissage;127;7.1;1.0;Fuites (1.5%);2.12
2024-05-19 01:50;Remplissage;123;6.9;1.0;Bulles d'air (2%);2.96
2024-05-19 01:55;Étiquetage;140;6.6;1.0;Bulles d'air (2%);1.07
2024-05-19 02:00;Carottage;134;7.0;1.0;Bulles d'air (2%);1.96
2024-05-19 02:05;Soufflage;114;181.5;5.5;Déformation (1%);1.47
2024-05-19 02:10;Soufflage;139;196.0;5.5;Aucun;1.9
2024-05-19 02:15;Remplissage;130;4.9;1.0;Bulles d'air (2%);1.64
2024-05-19 02:20;Étiquetage;134;6.1;1.0;Déformation (1%);2.85
2024-05-19 02:25;Étiquetage;133;6.4;1.0;Rayures (1%);2.22
2024-05-19 02:30;Soufflage;143;106.9;4.8;Aucun;2.56
